0.10291,0,1,GM
0.10356,0,1,GM
0.10338,0,1,GM
0.10259,0,1,GM
0.1013,0,1,GM
0.099599,0,1,GM
0.097711,0,1,GM
0.095965,0,1,GM
0.094535,0,1,GM
0.093334,0,1,GM
0.092145,0,1,GM
0.090883,0,1,GM
0.089707,0,1,GM
0.088835,0,1,GM
0.088378,0,1,GM
0.088288,0,1,GM
0.088377,0,1,GM
0.088444,0,1,GM
0.088442,0,1,GM
0.088408,0,1,GM
0.088333,0,1,GM
0.088135,0,1,GM
0.08776,0,1,GM
0.087284,0,1,GM
0.086891,0,1,GM
0.086725,0,1,GM
0.086788,0,1,GM
0.086972,0,1,GM
0.087189,0,1,GM
0.087396,0,1,GM
0.08753,0,1,GM
0.087505,0,1,GM
0.087318,0,1,GM
0.087086,0,1,GM
0.086926,0,1,GM
0.086839,0,1,GM
0.08676,0,1,GM
0.086681,0,1,GM
0.086661,0,1,GM
0.086751,0,1,GM
0.086912,0,1,GM
0.087064,0,1,GM
0.087252,0,1,GM
0.087806,0,1,GM
0.089604,0,1,GM
0.093761,0,1,GM
0.10114,0,1,GM
0.11134,0,1,GM
0.12228,0,1,GM
0.13086,0,1,GM
0.1347,0,1,GM
0.13359,0,1,GM
0.12915,0,1,GM
0.12342,0,1,GM
0.11817,0,1,GM
0.11437,0,1,GM
0.11194,0,1,GM
0.11026,0,1,GM
0.10879,0,1,GM
0.10731,0,1,GM
0.10577,0,1,GM
0.10421,0,1,GM
0.10278,0,1,GM
0.10179,0,1,GM
0.1017,0,1,GM
0.10252,0,1,GM
0.095776,0,1,GM
0.067422,0,2,GM
0.06777,0,2,GM
0.067525,0,2,GM
0.066478,0,2,GM
0.065078,0,2,GM
0.064186,0,2,GM
0.064381,0,2,GM
0.065203,0,2,GM
0.065448,0,2,GM
0.064318,0,2,GM
0.06205,0,2,GM
0.059554,0,2,GM
0.057537,0,2,GM
0.056207,0,2,GM
0.055392,0,2,GM
0.05482,0,2,GM
0.054312,0,2,GM
